Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
434K5,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,28,0,D,Resign
434K6,32.833,0.333,0.222,0.000,0.000,0.222,0.556,23.500,0.889,22,0,A,Resign
435F4,32.857,0.000,0.429,0.429,0.000,0.857,0.857,25.357,0.714,34,3,A,Resign
435H5,14.952,0.048,0.048,0.000,0.000,0.048,0.095,12.952,0.190,28,3,W,Working
435H8,29.906,0.125,0.000,0.000,0.000,0.000,0.125,22.688,0.688,27,2,A,Resign
435K3,48.051,0.231,0.000,0.462,0.000,0.462,0.692,36.205,1.128,41,1,W,Working
435K4,50.976,0.286,0.476,0.333,0.000,0.810,1.095,36.976,1.333,41,1,W,Working
435K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32,0,D,Resign
435K6,1.667,0.222,0.000,0.000,0.000,0.000,0.222,1.667,0.000,20,0,A,Resign
436H4,33.048,0.048,0.333,0.000,0.000,0.333,0.381,29.048,0.381,23,3,W,Working
436H7,22.295,0.103,0.179,0.462,0.103,0.744,0.846,20.410,0.179,24,3,W,Working
436K1,47.359,0.077,0.513,0.000,0.000,0.513,0.590,34.705,1.205,31,1,W,Working
436K3,48.738,0.100,0.600,0.450,0.100,1.150,1.250,33.775,1.425,25,1,W,Working
436K4,47.583,0.167,0.000,0.667,0.000,0.667,0.833,33.583,1.333,23,0,A,Resign
436K5,21.397,0.000,0.205,0.205,0.000,0.410,0.410,20.051,0.128,38,0,W,Working
436K6,54.558,0.077,0.462,0.000,0.000,0.462,0.538,38.000,1.577,27,0,W,Working
437F4,11.500,0.000,0.000,0.000,0.000,0.000,0.000,8.875,0.250,33,3,A,Resign
437F6,54.143,0.000,0.000,0.000,0.000,0.000,0.000,37.643,1.571,22,4,W,Working
437H8,13.167,0.143,0.048,0.381,0.000,0.429,0.571,11.167,0.190,22,2,W,Working
437K5,6.818,0.364,0.545,0.000,0.000,0.545,0.909,6.818,0.000,32,0,D,Resign
437K6,44.481,0.077,0.000,0.000,0.000,0.000,0.077,32.769,1.115,21,0,W,Working
438G3,24.357,0.286,0.143,0.000,0.000,0.143,0.429,19.857,0.429,37,3,A,Resign
438K3,33.250,0.000,0.000,0.000,0.000,0.000,0.000,25.375,0.750,22,0,A,Resign
438K4,36.000,0.000,0.500,0.500,0.000,1.000,1.000,25.500,1.000,39,0,D,Resign
438K5,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,24,0,D,Resign
438K6,41.173,0.000,0.154,0.000,0.000,0.154,0.154,31.885,0.885,33,0,W,Working
439K2,32.795,0.590,0.051,0.000,0.769,0.821,1.410,27.679,0.487,28,1,W,Working
439K5,6.250,0.250,0.250,0.000,0.000,0.250,0.500,6.250,0.000,20,0,D,Resign
439K6,2.778,0.000,0.222,0.000,0.000,0.222,0.222,2.778,0.000,24,0,D,Resign
440G8,13.750,0.000,0.500,0.000,0.000,0.500,0.500,13.750,0.000,22,3,A,Resign
440K2,31.988,0.250,1.350,0.050,0.000,1.400,1.650,24.375,0.725,22,1,W,Working
440K4,44.200,0.200,0.200,0.200,0.000,0.400,0.600,31.600,1.200,28,0,D,Resign
440K5,13.375,0.250,0.000,0.000,0.000,0.000,0.250,10.750,0.250,20,0,D,Resign
440K6,40.558,0.000,0.077,0.000,0.000,0.077,0.077,31.673,0.846,19,0,W,Working
441H4,19.000,0.000,0.000,0.000,0.000,0.000,0.000,16.375,0.250,21,2,A,Resign
441K5,20.152,0.348,0.087,0.087,0.565,0.739,1.087,17.413,0.261,30,0,D,Resign
441K6,46.000,0.273,0.136,0.000,0.000,0.136,0.409,33.114,1.227,21,0,D,Resign
442G5,47.813,0.100,0.000,0.400,0.000,0.400,0.500,36.000,1.125,43,4,W,Working
442H2,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,25,2,A,Resign
442K1,47.308,0.103,0.256,0.051,0.000,0.308,0.410,35.192,1.154,33,1,W,Working
442K5,29.962,0.000,0.000,0.000,0.000,0.000,0.000,24.308,0.538,19,0,A,Resign
442K6,34.893,0.143,0.214,0.000,0.000,0.214,0.357,26.643,0.786,23,0,W,Working
443F4,11.500,0.000,0.750,0.000,0.000,0.750,0.750,8.875,0.250,31,3,A,Resign
443H3,15.952,0.000,0.000,0.000,0.000,0.000,0.000,13.452,0.238,39,3,W,Working
443H8,11.571,0.143,0.286,0.000,0.000,0.286,0.429,10.071,0.143,24,2,D,Resign
443K3,26.364,0.364,0.182,0.364,0.000,0.545,0.909,21.591,0.455,21,0,A,Resign
443K4,13.333,0.000,0.667,0.333,0.000,1.000,1.000,13.333,0.000,28,0,D,Resign
443K5,30.364,0.455,0.000,0.182,0.000,0.182,0.636,21.773,0.818,24,0,D,Resign
443K6,17.231,0.462,0.000,0.000,0.000,0.000,0.462,14.000,0.308,28,0,D,Resign
444H1,11.452,0.000,0.143,0.381,0.095,0.619,0.619,9.952,0.143,40,3,A,Resign
444H5,11.762,0.000,0.143,0.333,0.000,0.476,0.476,10.762,0.095,22,3,W,Working
444K3,28.513,0.051,0.000,0.000,0.000,0.000,0.051,25.282,0.308,31,1,W,Working
444K5,26.808,0.385,0.436,0.795,0.179,1.410,1.795,23.308,0.333,31,0,W,Working
444K6,27.481,0.000,0.000,0.000,0.000,0.000,0.000,24.654,0.269,21,0,W,Working
445H1,12.357,0.048,0.000,0.333,0.000,0.333,0.381,11.357,0.095,29,3,W,Working
445K3,21.019,0.500,0.308,0.077,0.192,0.577,1.077,19.404,0.154,32,1,D,Resign
445K5,36.526,0.179,0.103,0.000,0.000,0.103,0.282,29.256,0.692,21,0,W,Working
445K6,46.143,0.071,0.286,0.000,0.000,0.286,0.357,34.143,1.143,22,0,W,Working
446F8,48.214,0.000,0.762,0.000,0.000,0.762,0.762,35.714,1.190,48,4,W,Working
446G2,0.000,0.000,5.250,0.000,0.000,5.250,5.250,0.000,0.000,45,3,D,Resign
446G9,55.071,0.095,0.095,0.000,0.000,0.095,0.190,38.071,1.619,42,3,W,Working
446H5,13.952,0.000,0.000,0.048,0.000,0.048,0.048,12.452,0.143,34,3,W,Working
446K2,39.449,0.462,0.564,0.000,0.000,0.564,1.026,29.756,0.923,31,1,W,Working
446K5,13.000,0.143,0.429,0.429,0.143,1.000,1.143,11.500,0.143,25,0,D,Resign
446K6,29.125,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.583,18,0,A,Resign
447F2,29.242,1.242,1.121,0.000,0.000,1.121,2.364,22.879,0.606,25,4,W,Working
447F3,13.357,0.143,0.000,0.000,0.000,0.000,0.143,11.857,0.143,24,4,W,Working
447H1,14.262,0.095,0.238,0.000,0.000,0.238,0.333,13.262,0.095,23,3,A,Resign
447K2,29.942,0.615,0.000,0.000,0.462,0.462,1.077,22.673,0.692,29,1,D,Resign
447K5,17.419,0.452,0.323,0.226,0.000,0.548,1.000,17.419,0.000,19,0,A,Resign
447K6,17.071,0.000,0.143,0.000,0.000,0.143,0.143,14.071,0.286,22,0,D,Resign
448H9,18.786,0.429,0.667,0.095,0.429,1.190,1.619,17.786,0.095,35,2,W,Working
448K4,6.250,0.000,0.000,0.250,0.000,0.250,0.250,6.250,0.000,32,0,D,Resign
448K5,25.936,0.154,0.231,0.000,0.000,0.231,0.385,22.167,0.359,22,0,W,Working
448K6,9.458,0.000,3.000,0.000,0.000,3.000,3.000,8.583,0.083,31,0,D,Resign
449F4,17.750,0.250,0.000,0.000,0.000,0.000,0.250,15.125,0.250,32,3,D,Resign
449F8,7.692,0.333,0.179,0.154,0.205,0.538,0.872,7.692,0.000,29,4,W,Working
449H4,18.250,0.333,0.000,0.167,0.000,0.167,0.500,14.750,0.333,24,2,A,Resign
449H6,9.850,0.300,0.800,0.800,0.100,1.700,2.000,8.800,0.100,22,2,D,Resign
449K5,25.806,0.839,0.065,0.065,0.484,0.613,1.452,20.726,0.484,33,0,D,Resign
449K6,10.500,0.000,0.286,0.000,0.000,0.286,0.286,9.000,0.143,21,0,A,Resign
450H5,12.048,0.143,0.810,0.048,0.000,0.857,1.000,10.548,0.143,36,3,W,Working
450K2,48.256,0.000,0.000,0.000,0.000,0.000,0.000,34.526,1.308,24,1,W,Working
450K4,16.250,0.000,0.000,0.250,0.000,0.250,0.250,16.250,0.000,25,0,A,Resign
450K5,25.889,0.278,0.111,0.333,0.000,0.444,0.722,19.472,0.611,25,0,A,Resign
450K6,20.179,0.071,0.000,0.000,0.000,0.000,0.071,20.179,0.000,30,0,W,Working
451F9,16.310,0.000,0.238,0.000,0.000,0.238,0.238,13.810,0.238,32,4,W,Working
451H2,18.300,0.000,0.200,0.200,0.000,0.400,0.400,15.150,0.300,24,2,A,Resign
451K5,16.654,0.179,0.128,0.308,0.000,0.436,0.615,16.115,0.051,30,0,W,Working
451K6,8.500,0.400,0.000,0.000,0.000,0.000,0.400,8.500,0.000,22,0,A,Resign
452K5,15.949,0.103,0.205,0.410,0.000,0.615,0.718,15.410,0.051,28,0,W,Working
452K6,19.929,0.143,0.143,0.000,0.000,0.143,0.286,16.929,0.286,19,0,A,Resign
453F5,12.119,0.238,0.857,0.000,0.762,1.619,1.857,11.119,0.095,43,4,W,Working
453F7,14.881,0.000,0.095,0.476,0.000,0.571,0.571,12.381,0.238,41,4,W,Working
453H7,15.119,0.000,0.476,0.000,0.000,0.476,0.476,12.619,0.238,37,3,W,Working
453K2,6.875,0.500,0.000,1.000,0.000,1.000,1.500,6.875,0.000,23,0,A,Resign
453K4,51.762,0.095,0.095,0.048,0.000,0.143,0.238,38.262,1.286,33,1,W,Working
453K5,37.513,0.000,0.000,0.000,0.308,0.308,0.308,28.628,0.846,21,0,W,Working
453K6,12.250,0.100,0.000,0.000,0.000,0.000,0.100,12.250,0.000,26,0,A,Resign
454K2,38.154,0.000,0.769,0.000,0.051,0.821,0.821,29.269,0.846,32,1,W,Working
454K5,24.231,0.179,0.205,0.000,0.000,0.205,0.385,21.538,0.256,30,0,W,Working
454K6,19.714,0.071,0.643,0.143,0.000,0.786,0.857,18.964,0.071,19,0,W,Working
455D4,63.762,0.190,0.000,0.048,0.000,0.048,0.238,44.262,1.857,25,5,W,Working
455G1,52.690,0.143,0.619,0.000,0.000,0.619,0.762,38.190,1.381,43,4,W,Working
455G9,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,29,2,A,Resign
455K1,67.921,0.000,0.368,0.474,0.000,0.842,0.842,43.053,2.368,27,1,A,Resign
455K3,23.125,0.000,0.000,0.000,0.000,0.000,0.000,20.500,0.250,37,0,A,Resign
455K5,34.962,0.962,0.231,0.308,0.000,0.538,1.500,25.269,0.923,33,0,D,Resign
455K6,4.500,0.000,0.000,0.000,0.000,0.000,0.000,4.500,0.000,19,0,A,Resign
456G9,33.050,0.200,0.000,0.000,0.000,0.000,0.200,23.600,0.900,22,3,D,Resign
456H2,11.929,0.000,0.238,0.048,0.000,0.286,0.286,10.429,0.143,36,3,W,Working
456H5,33.071,0.048,0.190,0.000,0.000,0.190,0.238,27.071,0.571,22,3,W,Working
456K1,62.238,0.000,0.429,0.000,0.000,0.429,0.429,43.738,1.762,20,1,W,Working
456K5,28.531,0.125,0.625,0.063,0.438,1.125,1.250,20.984,0.719,30,0,D,Resign
456K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22,0,D,Resign
457D9,81.214,0.000,0.000,0.000,0.000,0.000,0.000,52.214,2.762,35,5,W,Working
457G9,64.143,0.190,0.000,0.000,0.000,0.000,0.190,43.143,2.000,32,3,W,Working
457H4,12.333,0.000,0.143,0.000,0.000,0.143,0.143,10.333,0.190,21,3,W,Working
457K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,A,Resign
457K6,15.500,0.143,0.143,0.143,0.000,0.286,0.429,14.000,0.143,22,0,A,Resign
458F1,12.048,0.000,0.048,0.000,0.000,0.048,0.048,10.548,0.143,46,4,W,Working
458G2,31.286,0.000,0.000,0.000,0.000,0.000,0.000,25.286,0.571,39,3,D,Resign
458H9,36.282,0.154,0.103,0.513,0.256,0.872,1.026,28.744,0.718,41,2,W,Working
458K5,4.583,0.000,0.333,0.000,0.000,0.333,0.333,4.583,0.000,35,0,D,Resign
458K6,25.821,0.071,0.000,0.000,0.000,0.000,0.071,22.821,0.286,23,0,W,Working
459G4,11.048,0.000,0.000,0.000,0.000,0.000,0.000,10.048,0.095,25,4,W,Working
459H7,16.786,0.048,0.048,0.000,0.000,0.048,0.095,14.286,0.238,22,3,W,Working
459K5,20.400,0.100,0.000,0.000,0.900,0.900,1.000,16.200,0.400,24,0,A,Resign
459K6,23.500,0.143,0.000,0.000,0.000,0.000,0.143,20.500,0.286,26,0,A,Resign
460A5,54.308,0.154,0.000,0.000,0.154,0.154,0.308,38.692,1.487,38,6,W,Working
460F3,23.125,0.000,0.167,0.167,0.000,0.333,0.333,18.750,0.417,37,4,A,Resign
460H1,16.667,0.000,0.048,0.000,0.000,0.048,0.048,14.167,0.238,21,3,W,Working
460H5,37.405,0.000,0.000,0.000,0.000,0.000,0.000,29.905,0.714,22,3,W,Working
460K4,36.875,0.583,0.000,0.083,0.000,0.083,0.667,28.125,0.833,22,0,D,Resign
460K5,4.962,0.115,0.038,0.308,0.000,0.346,0.462,4.154,0.077,32,0,W,Working
460K6,25.036,0.000,0.071,0.000,0.000,0.071,0.071,22.786,0.214,18,0,W,Working
461F1,11.250,1.000,0.000,0.000,0.000,0.000,1.000,11.250,0.000,23,3,A,Resign
461H5,20.500,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.143,41,3,W,Working
461H6,44.976,0.190,0.048,0.048,0.238,0.333,0.524,31.476,1.286,41,3,W,Working
461K1,37.850,0.000,0.100,0.000,0.000,0.100,0.100,26.300,1.100,24,1,D,Resign
461K5,13.500,0.125,0.458,0.000,0.000,0.458,0.583,13.500,0.000,25,0,W,Working
461K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
462F1,12.643,0.048,0.381,0.000,0.095,0.476,0.524,11.143,0.143,29,4,W,Working
462H3,13.762,0.000,0.000,0.000,0.000,0.000,0.000,11.762,0.190,32,3,W,Working
462K5,10.118,0.235,0.353,0.118,0.000,0.471,0.706,7.647,0.235,21,0,A,Resign
462K6,23.071,0.000,0.143,0.000,0.000,0.143,0.143,17.071,0.571,27,0,A,Resign
463F1,13.476,0.000,0.238,0.095,0.000,0.333,0.333,11.976,0.143,24,4,W,Working
463H4,46.643,0.000,0.143,0.333,0.000,0.476,0.476,33.143,1.286,21,3,W,Working
463K2,40.769,0.000,0.000,0.000,0.000,0.000,0.000,31.346,0.897,22,1,W,Working
463K5,39.700,0.000,0.000,0.000,0.000,0.000,0.000,29.725,0.950,24,0,A,Resign
463K6,23.071,0.000,0.000,0.000,0.000,0.000,0.000,17.071,0.571,34,0,A,Resign
464H3,17.643,0.000,0.619,0.000,0.286,0.905,0.905,16.143,0.143,22,3,W,Working
464H9,28.625,0.000,0.000,0.000,1.000,1.000,1.000,23.375,0.500,25,2,D,Resign
464K5,48.635,0.162,0.243,0.000,0.000,0.243,0.405,35.297,1.270,28,0,W,Working
464K6,3.000,0.000,0.000,0.200,0.400,0.600,0.600,3.000,0.000,20,0,A,Resign
465D9,32.750,0.300,0.400,0.900,0.200,1.500,1.800,21.200,1.100,39,4,D,Resign
465G3,19.738,0.048,0.190,0.000,0.000,0.190,0.238,16.238,0.333,41,4,W,Working
465K1,45.619,0.333,0.000,0.000,0.000,0.000,0.333,34.119,1.095,26,1,W,Working
465K4,57.524,0.000,0.048,0.333,0.333,0.714,0.714,41.024,1.571,26,1,W,Working
465K5,24.000,0.545,0.000,0.000,0.000,0.000,0.545,20.182,0.364,24,0,A,Resign
465K6,3.000,0.200,0.200,0.600,0.000,0.800,1.000,3.000,0.000,20,0,A,Resign
466A2,53.244,0.231,0.205,0.000,0.205,0.410,0.641,36.013,1.641,45,6,W,Working
466K4,43.452,0.286,0.095,0.333,0.000,0.429,0.714,33.452,0.952,26,1,W,Working
466K5,59.284,0.270,0.000,0.000,0.000,0.000,0.270,40.554,1.784,26,0,W,Working
466K6,10.700,0.400,0.200,0.600,0.000,0.800,1.200,8.600,0.200,25,0,D,Resign
467F1,25.905,0.000,0.000,0.000,0.000,0.000,0.000,23.905,0.190,37,4,W,Working
467G3,8.750,0.000,0.250,0.000,0.000,0.250,0.250,8.750,0.000,23,3,D,Resign
467H3,14.476,0.286,0.048,0.000,0.000,0.048,0.333,12.476,0.190,44,3,W,Working
467K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23,0,A,Resign
467K6,45.679,0.286,0.071,0.000,0.000,0.071,0.357,32.929,1.214,34,0,W,Working
468G8,17.750,0.000,0.000,0.000,0.000,0.000,0.000,15.125,0.250,37,3,A,Resign
468G9,32.738,0.000,0.143,0.000,0.000,0.143,0.143,27.738,0.476,29,3,W,Working
468H7,11.762,0.048,0.857,0.048,0.000,0.905,0.952,10.762,0.095,25,3,W,Working
468K4,24.625,1.250,0.250,0.000,0.000,0.250,1.500,22.000,0.250,25,0,D,Resign
468K5,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,21,0,A,Resign
468K6,13.950,0.300,0.300,0.600,0.000,0.900,1.200,11.850,0.200,24,0,A,Resign
469K2,13.548,0.286,0.476,0.000,0.000,0.476,0.762,10.048,0.333,27,1,W,Working
469K4,40.429,0.667,0.476,0.476,0.000,0.952,1.619,30.929,0.905,20,1,W,Working
469K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27,0,A,Resign
469K6,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,23,0,D,Resign
470G4,25.714,0.000,0.143,0.000,0.000,0.143,0.143,20.714,0.476,40,4,W,Working
470K4,34.762,0.190,0.429,0.048,0.190,0.667,0.857,28.762,0.571,25,1,W,Working
470K5,59.649,0.000,0.000,0.000,0.000,0.000,0.000,42.054,1.676,19,0,W,Working
470K6,1.500,0.000,0.400,0.000,0.000,0.400,0.400,1.500,0.000,18,0,A,Resign
471H3,17.625,0.000,0.250,0.000,0.000,0.250,0.250,14.125,0.333,26,3,A,Resign
471H5,17.714,0.095,0.143,0.000,0.000,0.143,0.238,16.714,0.095,37,3,W,Working
471K5,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,20,0,A,Resign
471K6,2.500,0.200,0.000,0.000,0.000,0.000,0.200,2.500,0.000,20,0,D,Resign
472D9,31.929,0.000,0.190,0.286,0.000,0.476,0.476,27.929,0.381,42,4,W,Working
472G2,8.214,0.000,0.143,0.000,0.000,0.143,0.143,8.214,0.000,22,3,D,Resign
472G5,34.690,0.190,0.381,0.000,0.095,0.476,0.667,26.690,0.762,24,4,W,Working
472H3,9.375,0.250,0.250,0.000,0.000,0.250,0.500,9.375,0.000,39,2,A,Resign
472K4,16.500,0.750,0.250,0.000,0.000,0.250,1.000,13.875,0.250,40,0,D,Resign
472K5,20.733,0.767,0.467,0.800,0.533,1.800,2.567,14.783,0.567,22,0,A,Resign
472K6,26.625,0.333,0.750,0.000,0.000,0.750,1.083,20.500,0.583,22,0,D,Resign
473D9,29.167,0.000,0.167,0.333,0.500,1.000,1.000,25.667,0.333,24,4,A,Resign
473G8,15.738,0.000,0.000,0.000,0.000,0.000,0.000,14.238,0.143,40,3,W,Working
473K4,50.571,0.524,0.143,0.048,0.000,0.190,0.714,37.071,1.286,24,1,W,Working
473K5,35.000,0.200,0.000,0.400,0.000,0.400,0.600,24.500,1.000,27,0,A,Resign
473K6,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,27,0,D,Resign
474F4,13.119,0.000,0.000,0.381,0.048,0.429,0.429,11.619,0.143,24,4,W,Working
474K4,50.632,0.105,0.579,0.053,0.000,0.632,0.737,35.711,1.421,25,1,A,Resign
474K5,20.667,0.000,0.000,0.667,0.000,0.667,0.667,13.667,0.667,33,0,A,Resign
474K6,23.429,0.000,0.000,0.000,0.000,0.000,0.000,17.429,0.571,32,0,D,Resign
475F2,10.024,0.143,0.143,0.000,0.000,0.143,0.286,8.524,0.143,32,4,W,Working
475F4,13.119,0.000,0.000,0.476,0.000,0.476,0.476,11.619,0.143,24,4,W,Working
475H1,16.905,0.048,0.048,0.000,0.000,0.048,0.095,14.405,0.238,27,3,W,Working
475H3,23.738,0.095,0.905,0.048,0.000,0.952,1.048,20.238,0.333,33,3,W,Working
475K2,44.857,0.143,0.333,0.095,0.000,0.429,0.571,33.857,1.048,23,1,W,Working
475K3,11.250,1.000,0.500,0.500,0.000,1.000,2.000,11.250,0.000,33,0,A,Resign
475K4,11.667,0.333,0.833,0.000,0.333,1.167,1.500,11.667,0.000,39,0,D,Resign
475K5,4.770,0.757,0.270,0.162,0.000,0.432,1.189,3.635,0.108,35,0,W,Working
475K6,13.700,0.000,0.400,0.000,0.000,0.400,0.400,11.600,0.200,24,0,A,Resign
476F7,14.786,0.000,0.000,0.000,0.000,0.000,0.000,13.286,0.143,45,4,W,Working
476G9,45.571,0.143,0.381,0.095,0.000,0.476,0.619,32.071,1.286,24,3,W,Working
476K2,11.750,1.000,0.000,1.000,0.000,1.000,2.000,6.500,0.500,20,0,D,Resign
476K5,44.875,0.000,0.000,0.050,0.000,0.050,0.050,34.375,1.000,28,0,W,Working
476K6,7.200,0.000,0.000,0.000,0.000,0.000,0.000,5.100,0.200,30,0,A,Resign
477H8,15.476,0.048,0.000,0.048,0.000,0.048,0.095,12.976,0.238,28,2,W,Working
477K5,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,35,0,A,Resign
477K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,20,0,A,Resign
478A5,36.357,0.429,0.000,0.000,0.286,0.286,0.714,28.357,0.762,36,6,W,Working
478G6,41.250,0.000,0.000,0.000,0.000,0.000,0.000,28.125,1.250,21,3,A,Resign
478K1,46.714,0.571,0.000,0.048,0.000,0.048,0.619,33.714,1.238,20,1,W,Working
478K2,25.250,0.100,0.100,1.300,0.000,1.400,1.500,20.000,0.500,30,1,A,Resign
478K5,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,24,0,A,Resign
478K6,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,20,0,A,Resign
479G4,11.214,0.000,0.190,0.000,0.000,0.190,0.190,9.714,0.143,35,4,W,Working
479G9,20.095,0.810,0.667,0.048,0.000,0.714,1.524,14.095,0.571,24,3,W,Working
479K5,13.438,0.063,0.250,0.063,0.000,0.313,0.375,13.438,0.000,29,0,A,Resign
479K6,17.250,0.143,0.071,0.000,0.000,0.071,0.214,9.750,0.714,25,0,W,Working
480G4,8.119,0.095,0.524,0.000,0.000,0.524,0.619,6.619,0.143,36,4,W,Working
480K1,33.690,0.619,1.048,0.095,0.000,1.143,1.762,25.690,0.762,23,1,W,Working
480K2,36.095,0.048,0.524,0.048,0.381,0.952,1.000,29.595,0.619,23,1,W,Working
480K5,16.122,0.622,0.297,0.054,0.000,0.351,0.973,14.986,0.108,31,0,W,Working
480K6,54.786,0.071,0.000,0.000,0.000,0.000,0.071,38.286,1.571,23,0,W,Working
481G2,21.042,0.000,0.000,0.000,0.000,0.000,0.000,16.667,0.417,26,3,A,Resign
481G4,12.125,0.250,0.000,0.000,0.000,0.000,0.250,9.500,0.250,32,3,A,Resign
481G8,13.083,0.333,0.000,0.000,0.000,0.000,0.333,11.333,0.167,27,3,A,Resign
481K5,47.000,0.057,0.171,0.686,0.000,0.857,0.914,35.000,1.143,24,0,W,Working
481K6,1.667,0.000,0.000,0.000,0.000,0.000,0.000,1.667,0.000,28,0,A,Resign
482D8,30.115,0.000,0.000,0.000,0.000,0.000,0.000,26.885,0.308,38,5,W,Working
482D9,54.333,0.000,0.000,0.286,0.000,0.286,0.286,38.833,1.476,43,4,W,Working
482G2,13.238,0.000,0.000,0.000,0.000,0.000,0.000,11.738,0.143,27,4,W,Working
482G3,37.091,0.212,0.303,0.000,0.000,0.303,0.515,29.455,0.727,40,4,W,Working
482H2,19.929,0.000,0.095,0.000,0.000,0.095,0.095,16.929,0.286,26,3,W,Working
482H6,30.381,0.571,1.000,0.190,0.000,1.190,1.762,23.881,0.619,36,3,W,Working
482H8,11.857,0.000,0.048,0.238,0.000,0.286,0.286,9.857,0.190,42,2,W,Working
482K2,28.905,0.524,0.571,0.000,0.000,0.571,1.095,25.405,0.333,35,1,W,Working
482K5,48.671,0.229,0.057,0.514,0.114,0.686,0.914,34.871,1.314,25,0,W,Working
482K6,70.420,0.000,0.000,0.000,0.000,0.000,0.000,51.100,1.840,31,0,W,Working
483F9,13.167,0.000,0.571,0.000,0.000,0.571,0.571,11.167,0.190,27,4,W,Working
483G9,11.250,0.500,0.000,1.000,0.000,1.000,1.500,11.250,0.000,26,2,A,Resign
483K1,39.833,0.143,0.048,0.048,0.333,0.429,0.571,30.333,0.905,25,1,W,Working
483K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22,0,A,Resign
483K6,22.260,0.160,0.080,0.400,0.000,0.480,0.640,20.580,0.160,18,0,W,Working
484F4,35.905,0.000,0.000,0.000,0.000,0.000,0.000,28.905,0.667,47,4,W,Working
484H1,17.571,0.048,0.714,0.000,0.000,0.714,0.762,15.571,0.190,24,3,W,Working
484H7,5.000,0.000,0.500,1.500,0.000,2.000,2.000,5.000,0.000,31,2,D,Resign
484K5,51.414,0.000,0.886,0.000,0.000,0.886,0.886,37.314,1.343,28,0,W,Working
484K6,13.059,0.235,0.000,0.235,0.000,0.235,0.471,11.824,0.118,25,0,A,Resign
485F2,18.750,0.000,0.000,0.000,0.000,0.000,0.000,18.750,0.000,33,3,A,Resign
485G3,12.690,0.000,0.238,0.000,0.000,0.238,0.238,10.690,0.190,38,4,W,Working
485H1,13.238,0.000,0.000,0.000,0.000,0.000,0.000,11.738,0.143,30,3,W,Working
485H5,49.742,0.000,0.000,0.212,0.000,0.212,0.212,35.742,1.333,43,3,W,Working
485K5,35.839,0.000,0.742,0.129,0.000,0.871,0.871,27.032,0.839,24,0,A,Resign
485K6,37.280,0.360,0.160,0.000,0.000,0.160,0.520,28.040,0.880,21,0,W,Working
486F4,19.105,0.053,0.105,0.053,0.000,0.158,0.211,17.447,0.158,42,4,A,Resign
486F5,8.500,0.476,0.857,0.190,0.000,1.048,1.524,8.000,0.048,32,4,W,Working
486H7,34.190,0.000,0.286,0.000,0.000,0.286,0.286,27.690,0.619,29,3,W,Working
486K5,48.557,0.000,0.057,0.000,0.057,0.114,0.114,35.957,1.200,34,0,W,Working
486K6,20.048,0.190,0.381,0.000,0.000,0.381,0.571,17.048,0.286,24,0,A,Resign
487H3,20.250,0.000,0.000,0.000,0.000,0.000,0.000,17.625,0.250,31,2,A,Resign
487H5,10.190,0.000,0.429,0.000,0.000,0.429,0.429,8.190,0.190,26,3,W,Working
487K1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27,1,A,Resign
487K5,50.114,0.143,0.486,0.629,0.000,1.114,1.257,35.414,1.400,21,0,W,Working
487K6,37.760,0.120,0.000,0.320,0.000,0.320,0.440,29.780,0.760,30,0,W,Working
488D9,37.100,0.200,0.000,0.000,0.500,0.500,0.700,26.600,1.000,33,4,A,Resign
488F1,53.262,0.000,0.095,0.286,0.000,0.381,0.381,38.762,1.381,45,4,W,Working
488F2,11.524,0.048,0.095,0.000,0.000,0.095,0.143,10.524,0.095,24,4,W,Working
488G3,8.750,0.250,0.000,0.000,0.000,0.000,0.250,8.750,0.000,31,3,A,Resign
