Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
840K2,29.750,0.000,0.200,0.800,0.000,1.000,1.000,24.500,0.500,22,1,D,Resign
840K5,8.000,0.000,0.000,0.000,1.600,1.600,1.600,8.000,0.000,31,0,D,Resign
840K6,23.800,0.400,0.000,0.000,0.000,0.000,0.400,15.400,0.800,26,0,A,Resign
841F2,20.262,0.000,0.476,0.048,0.000,0.524,0.524,18.762,0.143,27,4,W,Working
841F4,43.955,0.000,0.000,0.000,0.000,0.000,0.000,33.455,1.000,43,4,W,Working
841F6,12.762,0.000,0.095,0.095,0.000,0.190,0.190,11.262,0.143,23,4,W,Working
841H5,9.095,0.381,0.286,0.000,0.000,0.286,0.667,8.595,0.048,30,3,W,Working
841K1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22,0,D,Resign
841K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,A,Resign
841K5,20.400,0.000,0.400,0.000,0.000,0.400,0.400,16.200,0.400,24,0,D,Resign
841K6,74.846,0.000,0.000,0.000,0.000,0.000,0.000,53.846,2.000,32,0,W,Working
842F7,6.618,0.000,0.647,0.118,0.059,0.824,0.824,6.618,0.000,22,4,A,Resign
842H5,12.167,0.000,0.048,0.000,0.000,0.048,0.048,10.667,0.143,33,3,W,Working
842K2,49.452,0.048,0.095,0.333,0.000,0.429,0.476,36.452,1.238,20,1,W,Working
842K4,1.250,3.000,0.000,0.500,0.000,0.500,3.500,1.250,0.000,28,0,D,Resign
842K5,4.500,0.000,0.000,0.800,0.000,0.800,0.800,4.500,0.000,25,0,D,Resign
842K6,7.615,0.462,0.308,0.000,0.000,0.308,0.769,7.615,0.000,21,0,W,Working
843G8,41.571,0.000,0.000,0.000,0.000,0.000,0.000,32.571,0.857,39,3,W,Working
843K4,3.750,1.250,0.000,0.000,0.000,0.000,1.250,3.750,0.000,28,0,D,Resign
843K5,23.846,0.077,0.385,0.154,0.769,1.308,1.385,19.000,0.462,23,0,A,Resign
843K6,74.038,0.000,0.154,0.000,0.000,0.154,0.154,55.462,1.769,23,0,W,Working
844A5,35.218,0.000,0.000,0.000,0.000,0.000,0.000,30.910,0.410,29,6,W,Working
844F7,10.625,0.000,0.000,0.000,0.000,0.000,0.000,10.625,0.000,34,3,A,Resign
844G3,37.643,0.000,0.000,0.048,0.000,0.048,0.048,32.643,0.476,28,4,W,Working
844H8,21.857,0.143,0.429,0.286,0.000,0.714,0.857,17.357,0.429,24,2,A,Resign
844K1,30.450,0.000,0.350,0.200,0.000,0.550,0.550,25.200,0.500,29,1,W,Working
844K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32,0,A,Resign
844K6,11.038,0.000,0.692,0.000,0.000,0.692,0.692,11.038,0.000,30,0,W,Working
845H7,25.500,0.000,0.167,0.000,0.000,0.167,0.167,20.250,0.500,41,2,A,Resign
845H8,9.667,0.000,0.048,0.000,0.000,0.048,0.048,8.167,0.143,43,2,W,Working
845K4,38.714,0.000,0.000,0.000,0.000,0.000,0.000,29.714,0.857,20,0,D,Resign
845K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,A,Resign
845K6,40.654,0.154,0.000,0.000,0.000,0.000,0.154,32.577,0.769,20,0,W,Working
846H9,77.048,0.000,0.000,0.000,0.000,0.000,0.000,50.548,2.524,27,2,W,Working
846K1,33.064,0.205,0.000,0.359,0.103,0.462,0.667,25.795,0.692,31,1,W,Working
846K5,11.115,0.077,0.308,0.308,0.000,0.615,0.692,9.500,0.154,26,0,D,Resign
846K6,26.769,0.000,0.000,0.000,0.000,0.000,0.000,25.154,0.154,22,0,W,Working
847G5,16.985,0.000,0.455,0.091,0.000,0.545,0.545,16.030,0.091,28,4,W,Working
847G8,48.905,0.095,0.333,0.000,0.000,0.333,0.429,35.405,1.286,38,3,W,Working
847G9,19.000,0.000,0.238,0.000,0.000,0.238,0.238,17.000,0.190,36,3,W,Working
847K2,60.750,0.000,0.500,0.000,0.000,0.500,0.500,39.750,2.000,24,1,A,Resign
847K5,0.000,0.000,0.333,0.000,0.667,1.000,1.000,0.000,0.000,22,0,D,Resign
847K6,33.885,0.462,0.615,0.000,0.000,0.615,1.077,27.423,0.615,24,0,W,Working
848G1,18.750,0.000,0.000,0.000,0.000,0.000,0.000,18.750,0.000,26,3,A,Resign
848G8,23.333,0.000,0.000,0.238,0.000,0.238,0.238,23.333,0.000,24,3,W,Working
848H8,21.500,0.190,0.095,0.000,0.000,0.095,0.286,19.500,0.190,35,2,W,Working
848K2,40.000,0.250,0.250,0.000,0.000,0.250,0.500,26.875,1.250,25,0,D,Resign
848K4,23.667,0.000,0.000,0.000,0.000,0.000,0.000,20.167,0.333,25,0,A,Resign
848K5,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,24,0,A,Resign
848K6,11.885,0.308,1.308,0.000,0.000,1.308,1.615,10.269,0.154,24,0,A,Resign
849H3,8.750,0.000,0.000,0.000,0.000,0.000,0.000,8.750,0.000,21,2,A,Resign
849H8,1.500,0.400,0.100,0.000,0.000,0.100,0.500,1.500,0.000,36,2,D,Resign
849K3,37.417,1.333,0.333,1.167,1.167,2.667,4.000,25.167,1.167,28,0,D,Resign
849K5,2.500,0.500,1.000,0.000,0.000,1.000,1.500,2.500,0.000,23,0,D,Resign
849K6,41.462,0.308,0.231,0.000,0.000,0.231,0.538,32.577,0.846,22,0,W,Working
850G1,15.310,0.000,0.143,0.000,0.000,0.143,0.143,13.310,0.190,23,4,W,Working
850G8,55.833,0.381,0.000,0.048,0.000,0.048,0.429,38.333,1.667,24,3,W,Working
850H7,18.300,0.000,0.000,0.000,0.000,0.000,0.000,15.150,0.300,35,2,A,Resign
850K1,40.500,0.091,0.000,0.000,0.182,0.182,0.273,29.045,1.091,22,1,A,Resign
850K4,28.595,0.762,0.238,0.286,0.000,0.524,1.286,24.095,0.429,25,1,W,Working
850K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
850K6,23.077,0.000,0.308,0.000,0.000,0.308,0.308,19.038,0.385,31,0,A,Resign
851G1,14.350,0.000,0.600,0.600,0.300,1.500,1.500,13.300,0.100,41,3,A,Resign
851H4,18.306,0.222,0.111,0.111,0.000,0.222,0.444,17.139,0.111,30,2,D,Resign
851K4,49.405,0.714,0.143,0.048,0.000,0.190,0.905,34.405,1.429,26,1,W,Working
851K5,2.083,0.333,0.000,0.000,0.000,0.000,0.333,2.083,0.000,22,0,D,Resign
851K6,24.885,0.000,0.154,0.000,0.000,0.154,0.154,20.038,0.462,29,0,A,Resign
852F2,15.429,0.048,0.762,0.000,0.000,0.762,0.810,13.429,0.190,41,4,W,Working
852F8,5.833,0.000,0.000,2.167,0.833,3.000,3.000,5.833,0.000,30,3,D,Resign
852K3,41.350,0.700,0.000,0.000,0.000,0.000,0.700,29.800,1.100,25,0,D,Resign
852K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31,0,D,Resign
852K6,19.929,0.000,1.714,0.000,0.000,1.714,1.714,16.929,0.286,29,0,A,Resign
853A3,9.643,1.429,0.143,0.000,0.000,0.143,1.571,9.643,0.000,24,5,D,Resign
853D4,14.095,0.048,0.381,0.095,0.000,0.476,0.524,13.595,0.048,25,5,W,Working
853G1,10.000,0.000,0.250,0.000,0.000,0.250,0.250,10.000,0.000,26,3,A,Resign
853G2,12.000,0.000,0.810,0.095,0.286,1.190,1.190,11.000,0.095,24,4,W,Working
853G8,14.375,0.000,0.000,0.000,0.000,0.000,0.000,14.375,0.000,27,3,A,Resign
853G9,18.143,0.429,0.000,0.143,0.000,0.143,0.571,15.143,0.286,30,2,D,Resign
853K3,44.833,0.000,0.095,0.000,0.286,0.381,0.381,35.333,0.905,39,1,W,Working
853K5,27.176,0.000,0.294,0.118,0.000,0.412,0.412,19.765,0.706,40,0,D,Resign
853K6,16.571,0.571,0.286,0.000,0.000,0.286,0.857,16.571,0.000,32,0,W,Working
854K1,36.795,0.000,0.000,0.051,0.000,0.051,0.051,31.410,0.513,27,1,W,Working
854K3,51.595,0.000,0.000,0.000,0.000,0.000,0.000,38.595,1.238,22,1,W,Working
854K4,47.583,0.250,0.667,0.083,0.000,0.750,1.000,33.583,1.333,19,0,A,Resign
854K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37,0,D,Resign
854K6,41.214,0.000,0.000,0.000,0.000,0.000,0.000,33.714,0.714,21,0,W,Working
855H4,35.500,0.000,0.000,0.000,0.000,0.000,0.000,31.000,0.429,24,2,A,Resign
855H7,18.550,0.000,0.200,0.000,0.000,0.200,0.200,15.400,0.300,32,2,A,Resign
855K5,37.794,0.000,0.235,0.000,0.000,0.235,0.235,28.529,0.882,41,0,W,Working
855K6,36.643,0.143,0.000,0.000,0.000,0.000,0.143,30.643,0.571,24,0,W,Working
856D9,7.029,0.294,0.000,0.000,0.000,0.000,0.294,5.794,0.118,27,4,A,Resign
856F3,7.500,0.000,0.000,0.500,0.000,0.500,0.500,7.500,0.000,36,3,A,Resign
856H4,37.500,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.429,20,2,A,Resign
856H5,21.900,0.000,0.000,0.100,0.000,0.100,0.100,17.700,0.400,33,2,A,Resign
856K3,20.286,0.857,0.000,0.714,0.000,0.714,1.571,17.286,0.286,26,0,A,Resign
856K5,0.000,0.333,0.667,0.000,0.000,0.667,1.000,0.000,0.000,31,0,D,Resign
856K6,48.429,0.000,2.000,0.000,0.000,2.000,2.000,34.929,1.286,25,0,W,Working
857D9,16.190,0.000,0.810,0.000,0.000,0.810,0.810,13.690,0.238,25,4,W,Working
857H7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,2,D,Resign
857K5,38.667,0.000,0.000,0.000,0.000,0.000,0.000,28.167,1.000,37,0,A,Resign
857K6,58.500,0.286,0.286,0.000,0.000,0.286,0.571,40.500,1.714,23,0,W,Working
858G2,12.500,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,29,3,A,Resign
858K1,32.400,0.400,0.050,0.000,0.400,0.450,0.850,25.313,0.675,21,1,W,Working
858K2,61.075,0.000,0.000,0.000,0.000,0.000,0.000,43.488,1.675,24,1,W,Working
858K3,14.625,1.250,0.000,0.000,0.000,0.000,1.250,12.000,0.250,22,0,D,Resign
858K4,28.786,0.476,0.238,0.381,0.000,0.619,1.095,25.286,0.333,25,1,W,Working
858K5,4.265,0.059,0.529,0.000,0.000,0.529,0.588,4.265,0.000,22,0,W,Working
858K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
859G8,21.238,0.238,0.286,0.095,0.000,0.381,0.619,20.738,0.048,35,3,W,Working
859K1,50.923,0.538,0.154,0.000,0.615,0.769,1.308,33.154,1.692,33,1,D,Resign
859K4,26.262,0.381,0.000,0.286,0.190,0.476,0.857,24.262,0.190,25,1,W,Working
859K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,D,Resign
859K6,11.923,0.154,0.154,0.000,0.000,0.154,0.308,11.923,0.000,31,1,W,Working
860A7,5.625,0.000,0.250,0.000,0.000,0.250,0.250,5.625,0.000,28,5,D,Resign
860D9,13.375,0.000,0.000,0.500,0.000,0.500,0.500,10.750,0.250,24,4,A,Resign
860F7,17.250,0.000,0.000,0.000,0.000,0.000,0.000,15.500,0.167,35,3,A,Resign
860G8,40.310,0.000,0.190,0.000,0.000,0.190,0.190,30.810,0.905,27,3,W,Working
860H2,35.976,0.095,0.048,0.000,0.238,0.286,0.381,30.976,0.476,24,3,W,Working
860K1,24.936,0.051,0.051,0.000,0.000,0.051,0.103,22.244,0.256,23,1,W,Working
860K2,72.788,0.050,0.000,0.375,0.025,0.400,0.450,49.425,2.225,23,1,W,Working
860K4,34.750,0.000,1.000,0.000,0.000,1.000,1.000,24.250,1.000,19,0,A,Resign
860K5,3.676,0.176,1.176,0.000,0.000,1.176,1.353,3.676,0.000,31,0,W,Working
860K6,42.500,0.000,0.231,0.000,0.000,0.231,0.231,34.423,0.769,42,1,W,Working
861G7,8.125,0.000,0.000,0.000,0.000,0.000,0.000,8.125,0.000,26,3,A,Resign
861G8,20.357,0.714,0.286,0.000,0.000,0.286,1.000,20.357,0.000,29,3,D,Resign
861G9,31.643,0.000,0.000,0.000,0.000,0.000,0.000,25.643,0.571,29,2,A,Resign
861K1,34.231,0.154,0.538,0.103,0.000,0.641,0.795,27.500,0.641,22,1,W,Working
861K3,30.667,0.333,0.000,0.333,0.500,0.833,1.167,23.667,0.667,33,0,A,Resign
861K5,0.000,0.000,0.000,0.167,0.000,0.167,0.167,0.000,0.000,31,0,D,Resign
861K6,47.727,0.000,0.000,0.000,0.000,0.000,0.000,38.182,0.909,22,1,W,Working
862H4,45.024,0.048,0.000,0.333,0.048,0.381,0.429,33.524,1.095,25,3,W,Working
862H8,12.238,0.190,0.476,0.000,0.000,0.476,0.667,11.238,0.095,26,2,W,Working
862K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,D,Resign
862K6,25.250,0.000,0.167,0.000,0.000,0.167,0.167,20.000,0.500,27,0,W,Working
863A7,47.262,0.429,0.048,0.000,0.000,0.048,0.476,29.762,1.667,39,6,W,Working
863D5,14.833,0.143,0.000,0.000,0.000,0.000,0.143,12.833,0.190,27,5,W,Working
863H2,37.143,1.000,0.048,0.476,0.000,0.524,1.524,29.643,0.714,23,3,W,Working
863K1,12.763,0.947,0.211,0.211,0.000,0.421,1.368,12.763,0.000,30,1,D,Resign
863K5,36.529,0.000,0.118,0.000,0.000,0.118,0.118,26.647,0.941,30,0,W,Working
863K6,26.333,0.167,0.000,0.000,0.000,0.000,0.167,21.083,0.500,24,0,W,Working
864A1,14.905,0.048,0.429,0.048,0.000,0.476,0.524,13.405,0.143,25,6,W,Working
864F7,12.357,0.000,0.905,0.000,0.476,1.381,1.381,11.357,0.095,41,4,A,Resign
864G6,42.095,0.000,0.143,0.000,0.000,0.143,0.143,35.095,0.667,23,4,W,Working
864H6,12.810,0.095,0.143,0.000,0.000,0.143,0.238,10.810,0.190,40,3,W,Working
864K1,52.363,0.150,0.125,0.150,0.300,0.575,0.725,37.400,1.425,27,1,W,Working
864K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,0,D,Resign
864K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,D,Resign
865A2,25.625,0.350,0.175,0.000,0.300,0.475,0.825,22.213,0.325,24,6,W,Working
865D9,6.833,0.000,0.000,0.000,0.000,0.000,0.000,6.333,0.048,31,4,W,Working
865K1,25.154,0.000,0.051,0.000,0.000,0.051,0.051,22.192,0.282,23,1,W,Working
865K2,47.923,0.051,0.051,0.615,0.026,0.692,0.744,36.077,1.128,22,1,W,Working
865K5,5.588,0.294,0.176,0.000,0.000,0.176,0.471,5.588,0.000,30,0,W,Working
865K6,34.167,0.000,0.000,0.000,0.000,0.000,0.000,25.417,0.833,22,0,W,Working
866F3,16.429,0.000,0.095,0.143,0.000,0.238,0.238,13.929,0.238,25,4,W,Working
866G9,8.405,0.000,0.571,0.000,0.000,0.571,0.571,6.405,0.190,24,3,W,Working
866K1,48.000,0.000,0.154,0.154,0.000,0.308,0.308,35.346,1.205,24,1,W,Working
866K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
866K6,22.417,0.000,0.500,0.000,0.000,0.500,0.500,18.917,0.333,20,0,W,Working
867A2,48.987,0.051,0.051,0.000,0.000,0.051,0.103,35.256,1.308,24,6,W,Working
867G9,15.714,0.000,0.333,0.048,0.000,0.381,0.381,13.214,0.238,32,3,W,Working
867H1,13.881,0.000,0.000,0.000,0.000,0.000,0.000,11.881,0.190,23,3,W,Working
867K1,44.500,0.190,0.714,0.429,0.048,1.190,1.381,33.500,1.048,23,1,W,Working
867K2,37.192,0.103,0.051,0.179,0.308,0.538,0.641,29.654,0.718,26,1,W,Working
867K5,5.735,0.000,0.000,0.000,0.000,0.000,0.000,5.735,0.000,28,0,W,Working
867K6,2.091,0.182,0.182,0.000,0.000,0.182,0.364,2.091,0.000,32,0,W,Working
868D9,12.048,0.000,0.000,0.000,0.000,0.000,0.000,10.548,0.143,41,4,W,Working
868H1,7.952,0.000,0.095,0.000,0.000,0.095,0.095,6.952,0.095,26,3,W,Working
868H3,42.452,0.048,0.095,0.000,0.000,0.095,0.143,32.952,0.905,39,3,W,Working
868K1,39.000,1.000,0.000,0.000,0.000,0.000,1.000,30.750,0.786,20,1,D,Resign
868K2,57.321,0.179,0.487,0.256,0.256,1.000,1.179,40.359,1.615,38,1,W,Working
868K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
868K6,26.727,0.000,0.545,0.000,0.000,0.545,0.545,21.000,0.545,24,0,W,Working
869F1,36.024,0.571,0.000,0.333,0.095,0.429,1.000,27.524,0.810,25,4,W,Working
869K2,28.487,0.282,0.231,0.231,0.000,0.462,0.744,25.526,0.282,41,1,W,Working
869K5,0.000,0.333,0.000,1.667,0.000,1.667,2.000,0.000,0.000,21,0,D,Resign
869K6,43.727,0.545,0.727,0.000,0.000,0.727,1.273,28.455,1.455,25,0,W,Working
870D9,20.500,0.000,0.000,0.000,0.000,0.000,0.000,15.250,0.500,37,4,D,Resign
870G9,35.714,0.000,0.143,0.143,0.000,0.286,0.286,28.214,0.714,33,2,A,Resign
870H3,32.906,0.063,0.000,0.000,0.000,0.000,0.063,23.719,0.875,21,3,A,Resign
870K2,53.705,0.179,0.231,0.000,0.000,0.231,0.410,39.167,1.385,27,1,W,Working
870K5,5.441,0.000,0.000,0.000,0.000,0.000,0.000,5.441,0.000,35,0,W,Working
870K6,25.364,0.364,0.182,0.000,0.000,0.182,0.545,21.545,0.364,25,0,W,Working
871F7,16.190,0.000,0.095,0.000,0.000,0.095,0.095,13.690,0.238,25,4,W,Working
871G9,15.357,0.000,0.143,0.048,0.238,0.429,0.429,12.857,0.238,40,3,W,Working
871K2,50.625,0.200,0.175,0.475,0.125,0.775,0.975,36.188,1.375,37,1,W,Working
871K4,51.405,0.143,0.810,0.000,0.000,0.810,0.952,36.905,1.381,30,1,W,Working
871K5,4.853,0.000,1.059,0.176,0.235,1.471,1.471,4.853,0.000,25,0,W,Working
871K6,20.636,0.000,0.545,0.000,0.000,0.545,0.545,18.727,0.182,24,0,W,Working
872H6,10.625,0.000,0.000,0.000,0.000,0.000,0.000,10.625,0.000,30,2,A,Resign
872K5,0.000,0.125,0.625,0.625,0.000,1.250,1.375,0.000,0.000,24,0,D,Resign
872K6,18.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,20,0,W,Working
873K1,55.524,0.000,0.000,0.000,0.000,0.000,0.000,40.024,1.476,22,1,W,Working
873K3,31.750,0.333,0.333,0.000,0.000,0.333,0.667,26.500,0.500,36,0,D,Resign
873K4,13.214,0.714,0.714,0.000,0.000,0.714,1.429,13.214,0.000,31,0,D,Resign
873K5,0.000,0.000,0.333,0.000,0.000,0.333,0.333,0.000,0.000,20,0,D,Resign
873K6,2.143,0.286,0.000,0.000,0.000,0.000,0.286,2.143,0.000,23,0,A,Resign
874D9,20.976,0.000,0.095,0.048,0.000,0.143,0.143,16.976,0.381,29,4,W,Working
874G4,14.190,0.095,0.143,0.000,0.000,0.143,0.238,12.690,0.143,38,4,W,Working
874K2,20.500,0.000,0.000,0.500,0.000,0.500,0.500,15.250,0.500,31,0,A,Resign
874K3,6.250,0.000,0.000,0.000,0.000,0.000,0.000,6.250,0.000,20,0,D,Resign
874K5,23.235,0.059,0.471,0.000,0.000,0.471,0.529,20.147,0.294,31,0,W,Working
874K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,0,A,Resign
875D9,21.095,0.000,0.095,0.048,0.000,0.143,0.143,17.095,0.381,27,4,W,Working
875H7,12.881,0.238,0.190,0.000,0.000,0.190,0.429,11.381,0.143,22,3,W,Working
875K1,47.095,0.000,0.286,0.000,0.000,0.286,0.286,35.095,1.143,39,1,W,Working
875K3,46.048,0.095,0.476,0.000,0.000,0.476,0.571,35.048,1.048,26,1,W,Working
875K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,0,D,Resign
875K6,9.545,0.727,0.000,0.000,0.000,0.000,0.727,9.545,0.000,22,0,D,Resign
876G8,44.810,0.000,0.000,0.000,0.000,0.000,0.000,34.310,1.000,27,3,W,Working
876H6,20.300,0.000,0.200,0.000,0.000,0.200,0.200,17.150,0.300,40,2,D,Resign
876K1,42.357,0.048,0.667,0.286,0.667,1.619,1.667,31.357,1.048,22,1,W,Working
876K5,33.235,0.412,0.647,0.118,0.000,0.765,1.176,23.971,0.882,21,0,W,Working
876K6,10.909,0.727,0.545,0.000,0.000,0.545,1.273,10.909,0.000,28,0,W,Working
877G4,11.690,0.000,0.000,0.333,0.000,0.333,0.333,10.190,0.143,42,4,W,Working
877H6,10.381,0.000,0.571,0.333,0.000,0.905,0.905,8.881,0.143,31,3,A,Resign
877K1,20.250,0.250,0.250,0.250,0.000,0.500,0.750,17.625,0.250,36,1,A,Resign
877K3,29.000,0.667,1.250,0.167,0.000,1.417,2.083,22.000,0.667,38,1,A,Resign
877K4,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,23,0,D,Resign
877K5,18.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.500,32,0,A,Resign
877K6,49.000,0.000,0.000,0.000,0.000,0.000,0.000,33.727,1.455,26,0,W,Working
878H4,6.357,0.000,0.000,0.000,0.333,0.333,0.333,5.857,0.048,21,3,W,Working
878K1,15.250,0.000,0.000,0.000,0.000,0.000,0.000,12.625,0.250,28,1,D,Resign
878K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22,0,D,Resign
878K5,24.088,0.647,0.000,0.118,0.000,0.118,0.765,19.765,0.412,25,0,W,Working
878K6,52.091,0.000,0.000,0.000,0.000,0.000,0.000,38.727,1.273,32,0,W,Working
879F8,12.357,0.000,0.333,0.000,0.286,0.619,0.619,11.357,0.095,24,4,W,Working
879G4,17.786,0.000,0.000,0.000,0.286,0.286,0.286,14.786,0.286,37,4,W,Working
879H4,13.357,0.000,0.095,0.048,0.000,0.143,0.143,11.857,0.143,23,3,W,Working
879K2,44.475,0.000,0.425,0.050,0.250,0.725,0.725,30.563,1.325,31,1,W,Working
879K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,D,Resign
879K5,0.000,0.471,1.118,0.059,0.588,1.765,2.235,0.000,0.000,22,0,D,Resign
879K6,24.818,0.182,0.000,0.000,0.000,0.000,0.182,22.909,0.182,21,0,W,Working
880D9,14.667,0.000,0.000,0.000,0.000,0.000,0.000,13.167,0.143,30,4,W,Working
880F7,16.738,0.000,0.048,0.000,0.000,0.048,0.048,14.238,0.238,44,4,W,Working
880G3,37.955,0.061,0.000,0.000,0.000,0.000,0.061,30.000,0.758,44,4,W,Working
880G8,22.125,0.000,0.000,0.000,0.000,0.000,0.000,19.500,0.250,26,3,A,Resign
880H7,17.750,0.000,0.000,0.000,0.000,0.000,0.000,15.125,0.250,40,2,A,Resign
880K1,30.882,0.059,0.353,0.118,0.000,0.471,0.529,24.706,0.588,25,1,D,Resign
880K3,31.738,0.619,0.381,0.714,0.000,1.095,1.714,24.738,0.667,23,1,W,Working
880K5,24.147,0.941,0.412,0.118,0.000,0.529,1.471,19.206,0.471,30,0,W,Working
880K6,19.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.286,21,0,A,Resign
881F1,45.881,0.143,0.238,0.048,0.000,0.286,0.429,34.881,1.048,23,4,W,Working
881F3,14.952,0.000,0.048,0.381,0.000,0.429,0.429,12.952,0.190,39,4,W,Working
881F4,13.762,0.000,0.000,0.000,0.000,0.000,0.000,11.762,0.190,39,4,W,Working
881F9,29.214,0.057,0.000,0.343,0.000,0.343,0.400,25.914,0.314,26,4,W,Working
881G9,5.625,0.500,0.000,0.000,0.000,0.000,0.500,5.625,0.000,22,2,D,Resign
881H3,14.000,0.158,0.105,0.053,0.000,0.158,0.316,11.789,0.211,40,3,A,Resign
881H6,24.250,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.500,24,2,A,Resign
881K1,36.429,0.762,0.238,0.333,0.000,0.571,1.333,28.929,0.714,22,1,W,Working
881K4,22.381,0.000,0.143,0.000,0.286,0.429,0.429,22.381,0.000,23,1,W,Working
881K5,5.588,0.000,0.059,0.000,0.000,0.059,0.059,5.588,0.000,32,0,W,Working
881K6,26.364,0.182,0.182,0.000,0.000,0.182,0.364,22.545,0.364,31,0,W,Working
882F8,12.762,0.048,0.000,0.000,0.000,0.000,0.048,11.262,0.143,28,4,W,Working
882H3,1.071,0.238,0.095,0.286,0.000,0.381,0.619,1.071,0.000,31,3,W,Working
882K5,7.938,0.000,0.000,0.000,0.000,0.000,0.000,6.625,0.125,31,0,A,Resign
882K6,0.000,0.000,2.286,0.000,0.000,2.286,2.286,0.000,0.000,22,0,D,Resign
883D9,15.190,0.000,0.000,0.000,0.000,0.000,0.000,13.190,0.190,36,4,W,Working
883G8,46.976,0.000,0.190,0.000,0.476,0.667,0.667,34.976,1.143,23,3,W,Working
883H8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31,2,D,Resign
883K1,14.000,0.250,0.000,0.000,0.000,0.000,0.250,11.375,0.250,23,1,D,Resign
883K4,44.167,0.238,0.095,0.333,0.000,0.429,0.667,34.167,0.952,28,1,W,Working
883K5,5.588,0.000,0.059,0.000,0.000,0.059,0.059,5.588,0.000,34,0,W,Working
883K6,34.875,0.250,0.000,0.000,0.000,0.000,0.250,29.625,0.500,25,1,W,Working
884G8,57.571,0.143,0.000,0.000,0.000,0.000,0.143,40.571,1.619,40,3,W,Working
884G9,10.964,0.000,0.000,0.000,0.000,0.000,0.000,10.214,0.071,32,3,D,Resign
884H3,18.571,0.000,0.000,0.000,0.048,0.048,0.048,16.071,0.238,35,3,W,Working
884K3,43.762,0.095,0.048,0.000,0.000,0.048,0.143,34.262,0.905,27,1,W,Working
884K4,23.762,0.048,0.333,0.143,0.238,0.714,0.762,21.762,0.190,22,1,W,Working
884K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30,0,A,Resign
884K6,15.000,0.000,2.000,0.000,0.000,2.000,2.000,15.000,0.000,24,1,D,Resign
885G2,15.833,0.048,0.000,0.381,0.000,0.381,0.429,13.333,0.238,30,4,W,Working
885G9,10.786,0.000,0.143,0.000,0.000,0.143,0.143,10.036,0.071,24,3,D,Resign
885H7,19.625,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.250,41,2,A,Resign
885K1,11.250,0.000,0.000,0.500,0.000,0.500,0.500,11.250,0.000,25,0,A,Resign
885K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,0,A,Resign
885K6,41.375,0.000,0.000,0.000,0.000,0.000,0.000,33.500,0.750,36,1,W,Working
886D9,11.929,0.000,0.286,0.000,0.000,0.286,0.286,10.429,0.143,36,4,A,Resign
886G8,20.050,0.000,0.000,0.600,0.400,1.000,1.000,16.900,0.300,27,3,D,Resign
886K4,47.625,0.083,0.250,0.000,0.083,0.333,0.417,35.375,1.167,21,0,A,Resign
886K5,1.667,0.000,0.000,0.000,0.000,0.000,0.000,1.667,0.000,22,0,A,Resign
886K6,31.125,0.250,0.500,0.000,0.000,0.500,0.750,25.875,0.500,38,1,W,Working
